1415051512187,404212794,-36286372,34,
1415051450228,404212652,-36286463,35,
1415051390132,404212710,-36286499,34,
1415051330127,404212744,-36286388,34,
1415051269271,404212862,-36286354,33,
1415051208123,404212864,-36286164,34,
1415051147191,404212913,-36286433,33,
1415051086191,404212830,-36286390,33,
1415051026200,404212944,-36286482,32,
1415050966350,404212993,-36286063,34,
1415050905226,404213052,-36285972,34,
1415050844178,404212984,-36286174,33,
1415050783227,404213024,-36286185,33,
1415050722122,404212820,-36286335,34,
1415050661171,404212783,-36286522,33,
1415050601138,404212768,-36286456,34,
1415050540162,404212952,-36285722,36,
1415050479147,404212863,-36285931,35,
1415050419197,404212961,-36286068,34,
1415050359171,404212780,-36286235,35,
1415050298199,404212760,-36286204,35,
1415050237125,404213073,-36286111,33,
1415050177251,404213037,-36286150,33,
1415050117213,404213009,-36286121,33,
1415050057214,404212845,-36286312,34,
1415049997198,404212828,-36286281,34,
1415049936214,404212882,-36286327,33,
1415049876232,404212780,-36286383,34,
1415049816199,404212786,-36286356,34,
1415049755263,404212933,-36286297,33,
1415049694335,404212885,-36285949,35,
1415049634131,404212887,-36286348,33,
1415049573293,404212947,-36286221,33,
1415049513166,404212903,-36286307,33,
1415049452174,404212862,-36286170,34,
1415049391085,404212794,-36286433,34,
1415049330806,404213018,-36286161,33,
1415049270388,404212895,-36286136,34,
1415049210304,404212719,-36285601,27,
1415049150349,404213140,-36285764,34,
1415049090371,404212918,-36286020,34,1415049117186,still,62,inVehicle,38,
1415049030324,404213015,-36285960,34,
1415048970306,404213016,-36285922,34,
1415048910335,404212890,-36286035,35,1415048938231,still,62,unknown,23,inVehicle,15,
1415048850073,404212769,-36286068,35,
1415048790059,404213091,-36285794,35,
1415048730058,404213236,-36285592,35,1415048759224,still,62,inVehicle,23,unknown,15,
1415048670141,404213122,-36285742,35,
1415048610187,404213090,-36285823,34,
1415048550157,404213210,-36286238,31,1415048549020,unknown,50,inVehicle,25,still,20,onBicycle,2,onFoot,1,unknown,1,
1415048490269,404213000,-36285863,35,
1415048430189,404213082,-36285823,34,
1415048369217,404213170,-36285448,36,
1415048309146,404212963,-36286126,34,
1415048248031,404212860,-36285838,36,
1415048186192,404212555,-36286503,35,
1415048125225,404212824,-36287126,31,
1415048065092,404212743,-36286148,35,
1415048005255,404212751,-36286099,35,
1415047945012,404212875,-36286156,34,
1415047885183,404212695,-36286094,36,
1415047825177,404212722,-36286737,33,
1415047764162,404212724,-36286634,33,
1415047704070,404212672,-36286785,33,
1415047643187,404212782,-36286123,35,
1415047582179,404212651,-36286344,35,
1415047522199,404212814,-36286168,35,
1415047462273,404212964,-36286113,34,
1415047402113,404212773,-36286161,35,
1415047341516,404212817,-36286214,37,
1415047280183,404212693,-36286354,38,
1415047220165,404212712,-36286536,37,
1415047159221,404212762,-36286297,34,
1415047099147,404212986,-36286685,31,
1415047038298,404213280,-36286780,30,
1415046978383,404213035,-36286619,31,
1415046918427,404212710,-36286135,35,1415046938704,still,69,unknown,18,inVehicle,13,
1415046858445,404212757,-36286394,34,
1415046798448,404212776,-36286411,34,
1415046738237,404213061,-36286392,34,1415046745342,unknown,46,still,39,inVehicle,16,
1415046678416,404212939,-36286503,35,
1415046618358,404213308,-36286666,35,
1415046557646,404212885,-36286404,33,1415046539635,unknown,39,inVehicle,29,still,27,onFoot,6,unknown,6,
1415046498615,404212950,-36285941,35,
1415046438179,404212985,-36285986,34,
1415046377157,404213097,-36285857,34,
1415046317199,404213080,-36286291,32,1415046313285,tilting,100,
1415046256175,404213282,-36285613,34,
1415046196228,404213115,-36286420,32,
1415046135531,404213173,-36285695,34,1415046112307,unknown,64,inVehicle,27,still,8,onBicycle,2,
1415046075563,404213124,-36285478,36,
1415046015434,404213098,-36285480,36,
1415045955519,404213020,-36285364,37,
1415045895506,404213112,-36285236,37,1415045907078,still,64,unknown,23,inVehicle,14,
1415045835395,404213128,-36285255,37,
1415045775364,404213246,-36285327,36,
1415045715276,404213284,-36285262,36,1415045702461,unknown,68,onBicycle,19,inVehicle,8,still,6,
1415045654530,404212805,-36285497,30,
1415045594460,404208020,-36331373,919,
1415045534448,404208020,-36331373,919,
1415045474445,404208020,-36331373,919,
1415045413445,404208020,-36331373,919,
1415045351745,404208020,-36331373,919,
1415045291445,404208020,-36331373,919,
1415045230452,404208020,-36331373,919,
1415045170440,404208020,-36331373,919,
1415045109441,404208020,-36331373,919,
1415045048453,404208020,-36331373,919,
1415044988444,404208020,-36331373,919,
1415044927447,404208020,-36331373,919,
1415044865446,404208020,-36331373,919,
1415044804563,404208020,-36331373,919,
1415044744560,404208020,-36331373,919,
1415044683945,404208020,-36331373,919,
1415044623450,404208020,-36331373,919,
1415044563437,404208020,-36331373,919,
1415044502457,404208020,-36331373,919,
1415044442435,404208020,-36331373,919,
1415044381432,404208020,-36331373,919,
1415044320449,404208020,-36331373,919,
1415044259407,404208020,-36331373,919,
1415044198414,404208020,-36331373,919,
1415044137504,404208020,-36331373,919,
1415044077491,404208020,-36331373,919,
1415044017488,404208020,-36331373,919,
1415043957485,404208020,-36331373,919,
1415043896463,404208020,-36331373,919,
1415043836451,404208020,-36331373,919,
1415043776414,404208020,-36331373,919,
1415043715457,404208020,-36331373,919,
1415043655427,404208020,-36331373,919,
1415043594442,404208020,-36331373,919,
1415043534438,404208020,-36331373,919,
1415043473468,404208020,-36331373,919,
1415043413454,404208020,-36331373,919,
1415042985534,405292374,-36407309,784,
1415042924594,405292374,-36407309,784,
1415042739440,405292374,-36407309,784,
1415042678402,405292374,-36407309,784,
1415042618394,405292374,-36407309,784,
1415042557426,405292374,-36407309,784,
1415042496552,405292374,-36407309,784,
1415042436429,405292374,-36407309,784,
1415042071416,405292374,-36407309,784,
1415042009388,405292374,-36407309,784,
1415041948436,405292374,-36407309,784,
